NM_RxnSmiles,coarse_solvent,base,temperature,Yield,parsed_rxn,parsed_reagents,rxn_id,fine_solvent,dataset,exact_solvent,exact_base
Cc1cccc(C)c1B(O)O.Oc1cccc2c(Br)ccnc12>>Cc1cccc(C)c1-c1ccnc2c(O)cccc12,alcoArom,phosphate,20,72.7,[OH:10][B:9]([OH:11])[c:8]1[c:2]([cH:3][cH:4][cH:5][c:6]1[CH3:7])[CH3:1].[c:18]1([cH:20][cH:21][n:22][c:23]2[c:13]([OH:12])[cH:14][cH:15][cH:16][c:17]12)[Br:19]>>[CH3:1][c:2]1[cH:3][cH:4][cH:5][c:6]([CH3:7])[c:8]1-[c:18]1[cH:20][cH:21][n:22][c:23]2[c:13]([cH:14][cH:15][cH:16][c:17]12)[OH:12],"",5283,water/aromatics,train,Cc1ccccc1.O,O=P([O-])([O-])[O-].[K+].[K+].[K+]
OB(O)c1ccc(F)cc1Cl.CN(c1nnc(Br)s1)C1CC(C)(C)NC(C)(C)C1>>CN(c1nnc(-c2ccc(F)cc2Cl)s1)C1CC(C)(C)NC(C)(C)C1,other,carbonate,20,67.95,[CH3:23][C:22]1([CH3:24])[CH2:21][CH:20]([CH2:29][C:26]([CH3:27])([CH3:28])[NH:25]1)[N:13]([c:14]1[s:19][c:17]([Br:18])[n:16][n:15]1)[CH3:12].[OH:1][B:2]([OH:3])[c:4]1[c:10]([Cl:11])[cH:9][c:7]([F:8])[cH:6][cH:5]1>>[CH3:23][C:22]1([CH3:24])[CH2:21][CH:20]([CH2:29][C:26]([CH3:27])([CH3:28])[NH:25]1)[N:13]([c:14]1[n:15][n:16][c:17](-[c:4]2[c:10]([Cl:11])[cH:9][c:7]([F:8])[cH:6][cH:5]2)[s:19]1)[CH3:12],"",2948,other,train,O.C1COCCO1.ClCCl,O=C([O-])[O-].[Na+].[Na+]
OB(O)c1cccnc1.Brc1cccc(-n2cc(-c3ccccn3)cn2)n1>>c1ccc(-c2cnn(-c3cccc(-c4cccnc4)n3)c2)nc1,other,carbonate,20,61.9,[OH:1][B:2]([OH:3])[c:4]1[cH:5][cH:6][cH:7][n:8][cH:9]1.[n:16]1([cH:17][c:18]([cH:25][n:26]1)-[c:19]1[n:24][cH:23][cH:22][cH:21][cH:20]1)-[c:15]1[cH:14][cH:13][cH:12][c:11]([Br:10])[n:27]1>>[cH:21]1[cH:22][cH:23][n:24][c:19]([cH:20]1)-[c:18]1[cH:17][n:16]([n:26][cH:25]1)-[c:15]1[cH:14][cH:13][cH:12][c:11]([n:27]1)-[c:4]1[cH:5][cH:6][cH:7][n:8][cH:9]1,"",3632,other,train,CO.Cc1ccccc1.CCCCCC.CCOC(C)=O,O=C([O-])[O-].[K+].[K+]
OB(O)c1ccccc1F.Brc1cnc(I)nc1>>Fc1ccccc1-c1ncc(Br)cn1,ethers,carbonate,20,63.7,[OH:1][B:2]([OH:3])[c:4]1[c:9]([cH:8][cH:7][cH:6][cH:5]1)[F:10].[n:14]1[cH:13][c:12]([cH:18][n:17][c:15]1[I:16])[Br:11]>>[cH:13]1[n:14][c:15]([n:17][cH:18][c:12]1[Br:11])-[c:4]1[cH:5][cH:6][cH:7][cH:8][c:9]1[F:10],"",2150,ethers,train,C1COCCO1,O=C([O-])[O-].[K+].[K+]
OB(O)c1ccc(Cl)cc1Cl.N#Cc1cc2nccn2cc1Br>>N#Cc1cc2nccn2cc1-c1ccc(Cl)cc1Cl,other,carbonate,20,38.6,[C:13](#[N:12])[c:14]1[c:22]([cH:21][n:20]2[c:16]([n:17][cH:18][cH:19]2)[cH:15]1)[Br:23].[OH:1][B:2]([OH:3])[c:4]1[c:10]([cH:9][c:7]([cH:6][cH:5]1)[Cl:8])[Cl:11]>>[C:13](#[N:12])[c:14]1[c:22](-[c:4]2[cH:5][cH:6][c:7]([cH:9][c:10]2[Cl:11])[Cl:8])[cH:21][n:20]2[c:16]([n:17][cH:18][cH:19]2)[cH:15]1,"",1557,other,train,CCOC(C)=O,O=C([O-])[O-].[Na+].[Na+]
Nc1ccc(B(O)O)cn1.Brc1cc2c(s1)-c1ncccc1OCC2>>Nc1ccc(-c2cc3c(s2)-c2ncccc2OCC3)cn1,polar,carbonate,20,36.0,[O:23]1[c:22]2[c:17]([n:18][cH:19][cH:20][cH:21]2)-[c:15]2[s:16][c:12]([Br:11])[cH:13][c:14]2[CH2:25][CH2:24]1.[OH:7][B:6]([OH:8])[c:5]1[cH:4][cH:3][c:2]([n:10][cH:9]1)[NH2:1]>>[s:16]1[c:15]2-[c:17]3[c:22]([cH:21][cH:20][cH:19][n:18]3)[O:23][CH2:24][CH2:25][c:14]2[cH:13][c:12]1-[c:5]1[cH:9][n:10][c:2]([cH:3][cH:4]1)[NH2:1],"",1314,water/lowbp,train,O.CC#N,O=C([O-])[O-].[Na+].[Na+]
Cc1noc(C)c1B(O)O.COc1ccc(C(=O)O)cc1Nc1c(C(N)=O)cnc2cc(Br)ccc12>>COc1ccc(C(=O)O)cc1Nc1c(C(N)=O)cnc2cc(-c3c(C)noc3C)ccc12,other,carbonate,20,49.5,[O:18]=[C:17]([OH:19])[c:16]1[cH:20][c:21]([NH:22][c:23]2[c:36]3[cH:35][cH:34][c:32]([cH:31][c:30]3[n:29][cH:28][c:24]2[C:25](=[O:27])[NH2:26])[Br:33])[c:13]([O:12][CH3:11])[cH:14][cH:15]1.[OH:9][B:8]([OH:10])[c:7]1[c:5]([CH3:6])[o:4][n:3][c:2]1[CH3:1]>>[O:18]=[C:17]([OH:19])[c:16]1[cH:20][c:21]([NH:22][c:23]2[c:36]3[cH:35][cH:34][c:32](-[c:7]4[c:5]([CH3:6])[o:4][n:3][c:2]4[CH3:1])[cH:31][c:30]3[n:29][cH:28][c:24]2[C:25](=[O:27])[NH2:26])[c:13]([O:12][CH3:11])[cH:14][cH:15]1,"",4432,other,train,O.C1COCCO1.CC#N,O=C([O-])[O-].[K+].[K+]
OB(O)c1ccc(Oc2ccccc2)cc1.CC(C)(C)OC(=O)N1CCCC(n2nc(I)c3c(N)ncnc32)C1>>CC(C)(C)OC(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,water/ethers,carbonate,20,63.95,[CH3:17][C:18]([CH3:19])([CH3:20])[O:21][C:22]([N:24]1[CH2:40][CH:28]([n:29]2[c:39]3[c:33]([c:34]([n:36][cH:37][n:38]3)[NH2:35])[c:31]([I:32])[n:30]2)[CH2:27][CH2:26][CH2:25]1)=[O:23].[cH:6]1[cH:5][c:4]([cH:16][cH:15][c:7]1[O:8][c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1)[B:2]([OH:1])[OH:3]>>[CH3:17][C:18]([CH3:19])([CH3:20])[O:21][C:22](=[O:23])[N:24]1[CH2:25][CH2:26][CH2:27][CH:28]([CH2:40]1)[n:29]1[n:30][c:31](-[c:4]2[cH:16][cH:15][c:7]([cH:6][cH:5]2)[O:8][c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[c:33]2[c:34]([n:36][cH:37][n:38][c:39]12)[NH2:35],"",2361,water/ethers,train,O.C1COCCO1,O=C([O-])[O-].[Na+].[Na+]
OB(O)c1ccsc1.CCOC(=O)C[C@@H]1CCc2cc(OCCCOc3ccc(I)cc3)ccc21>>CCOC(=O)C[C@@H]1CCc2cc(OCCCOc3ccc(-c4ccsc4)cc3)ccc21,other,carbonate,20,74.3,[OH:1][B:2]([OH:3])[c:4]1[cH:8][s:7][cH:6][cH:5]1.[cH:28]1[cH:27][c:26]([cH:32][cH:31][c:29]1[I:30])[O:25][CH2:24][CH2:23][CH2:22][O:21][c:20]1[cH:33][cH:34][c:35]2[c:18]([cH:19]1)[CH2:17][CH2:16][C@H:15]2[CH2:14][C:12](=[O:13])[O:11][CH2:10][CH3:9]>>[cH:28]1[cH:27][c:26]([cH:32][cH:31][c:29]1-[c:4]1[cH:5][cH:6][s:7][cH:8]1)[O:25][CH2:24][CH2:23][CH2:22][O:21][c:20]1[cH:33][cH:34][c:35]2[c:18]([cH:19]1)[CH2:17][CH2:16][C@H:15]2[CH2:14][C:12](=[O:13])[O:11][CH2:10][CH3:9],"",959,other,train,Cc1ccccc1.C1COCCO1.ClCCl,O=C([O-])[O-].[Na+].[Na+]
N#Cc1ccc(B(O)O)cc1.Fc1cccnc1Br>>N#Cc1ccc(-c2ncccc2F)cc1,other,carbonate,20,93.25,[Br:19][c:18]1[c:13]([F:12])[cH:14][cH:15][cH:16][n:17]1.[cH:5]1[cH:4][c:3]([cH:11][cH:10][c:6]1[B:7]([OH:8])[OH:9])[C:2]#[N:1]>>[cH:4]1[cH:5][c:6]([cH:10][cH:11][c:3]1[C:2]#[N:1])-[c:18]1[c:13]([F:12])[cH:14][cH:15][cH:16][n:17]1,"",2157,other,train,No Solvent,O=C([O-])[O-].[Na+].[Na+]
COc1ccc(B(O)O)cc1.Cc1cccc(-c2cc(N3CCC[C@H]3CO)nc3c(I)c(C)nn23)c1>>COc1ccc(-c2c(C)nn3c(-c4cccc(C)c4)cc(N4CCC[C@H]4CO)nc23)cc1,alcoArom,carbonate,20,57.1,[cH:19]1[c:20]([N:21]2[CH2:22][CH2:23][CH2:24][C@H:25]2[CH2:26][OH:27])[n:28][c:29]2[c:30]([c:32]([CH3:33])[n:34][n:35]2[c:18]1-[c:17]1[cH:36][c:13]([CH3:12])[cH:14][cH:15][cH:16]1)[I:31].[cH:5]1[cH:4][c:3]([cH:11][cH:10][c:6]1[B:7]([OH:8])[OH:9])[O:2][CH3:1]>>[cH:4]1[cH:5][c:6]([cH:10][cH:11][c:3]1[O:2][CH3:1])-[c:30]1[c:29]2[n:28][c:20]([cH:19][c:18](-[c:17]3[cH:16][cH:15][cH:14][c:13]([CH3:12])[cH:36]3)[n:35]2[n:34][c:32]1[CH3:33])[N:21]1[CH2:22][CH2:23][CH2:24][C@H:25]1[CH2:26][OH:27],"",2837,alcohols/aromatics,train,CCO.Cc1ccccc1,O=C([O-])O.[Na+]
OB(O)c1ccccc1Cl.CNc1cnc(Cl)cc1I>>CNc1cnc(Cl)cc1-c1ccccc1Cl,other,carbonate,20,83.45,[OH:1][B:2]([OH:3])[c:4]1[c:9]([cH:8][cH:7][cH:6][cH:5]1)[Cl:10].[c:16]1([cH:18][c:19]([c:13]([cH:14][n:15]1)[NH:12][CH3:11])[I:20])[Cl:17]>>[cH:6]1[cH:5][c:4](-[c:19]2[c:13]([cH:14][n:15][c:16]([Cl:17])[cH:18]2)[NH:12][CH3:11])[c:9]([cH:8][cH:7]1)[Cl:10],"",1320,other,train,COCCOC.CCOC(C)=O,O=C([O-])[O-].[Na+].[Na+]
COc1ccc(B(O)O)cc1OC.Brc1cnc2[nH]ccc2c1>>COc1ccc(-c2cnc3[nH]ccc3c2)cc1OC,other,carbonate,20,40.95,[Br:14][c:15]1[cH:23][c:22]2[c:18]([nH:19][cH:20][cH:21]2)[n:17][cH:16]1.[OH:8][B:7]([OH:9])[c:6]1[cH:5][cH:4][c:3]([c:11]([O:12][CH3:13])[cH:10]1)[O:2][CH3:1]>>[CH3:1][O:2][c:3]1[c:11]([O:12][CH3:13])[cH:10][c:6]([cH:5][cH:4]1)-[c:15]1[cH:23][c:22]2[c:18]([nH:19][cH:20][cH:21]2)[n:17][cH:16]1,"",825,other,train,O.C1CCOC1.CCOC(C)=O,O=C([O-])[O-].[K+].[K+]
OB(O)c1cccc2ccccc12.CN1CCC[C@H]1COc1cncc(Br)c1>>CN1CCC[C@H]1COc1cncc(-c2cccc3ccccc23)c1,alcoArom,carbonate,20,61.8,[OH:1][B:2]([OH:3])[c:4]1[cH:5][cH:6][cH:7][c:8]2[c:13]1[cH:12][cH:11][cH:10][cH:9]2.[c:22]1([cH:23][n:24][cH:25][c:26]([cH:28]1)[Br:27])[O:21][CH2:20][C@H:19]1[N:15]([CH3:14])[CH2:16][CH2:17][CH2:18]1>>[cH:23]1[c:22]([cH:28][c:26]([cH:25][n:24]1)-[c:4]1[cH:5][cH:6][cH:7][c:8]2[c:13]1[cH:12][cH:11][cH:10][cH:9]2)[O:21][CH2:20][C@H:19]1[N:15]([CH3:14])[CH2:16][CH2:17][CH2:18]1,"",20,water/aromatics,train,c1ccccc1.O,"O=C([O-])O.[Na+],O=C([O-])[O-].[Na+].[Na+]"
OB(O)c1ccc(F)cc1.CN(Cc1cccc(O)c1)C(=O)c1ccc(Br)s1>>CN(Cc1cccc(O)c1)C(=O)c1ccc(-c2ccc(F)cc2)s1,other,other,20,84.0,[OH:1][B:2]([OH:3])[c:4]1[cH:10][cH:9][c:7]([cH:6][cH:5]1)[F:8].[c:26]1([Br:27])[cH:25][cH:24][c:23]([s:28]1)[C:21]([N:12]([CH2:13][c:14]1[cH:15][cH:16][cH:17][c:18]([cH:20]1)[OH:19])[CH3:11])=[O:22]>>[cH:6]1[cH:5][c:4]([cH:10][cH:9][c:7]1[F:8])-[c:26]1[cH:25][cH:24][c:23]([C:21]([N:12]([CH2:13][c:14]2[cH:20][c:18]([OH:19])[cH:17][cH:16][cH:15]2)[CH3:11])=[O:22])[s:28]1,"",4516,other,train,No Solvent,No Base
O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(B(O)O)ccc1Cl.COC(=O)c1ccncc1I>>COC(=O)c1ccncc1-c1ccc(Cl)c(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1,water/ethers,carbonate,20,25.3,[CH2:8]1[CH:7]2[CH2:12][CH:11]3[CH2:10][CH:9]1[CH2:14][C:5]([CH2:6]2)([CH2:13]3)[CH2:4][NH:3][C:2](=[O:1])[c:15]1[cH:16][c:17]([B:18]([OH:19])[OH:20])[cH:21][cH:22][c:23]1[Cl:24].[n:32]1[cH:31][cH:30][c:29]([C:27]([O:26][CH3:25])=[O:28])[c:34]([cH:33]1)[I:35]>>[CH2:8]1[CH:7]2[CH2:12][CH:11]3[CH2:10][CH:9]1[CH2:14][C:5]([CH2:6]2)([CH2:13]3)[CH2:4][NH:3][C:2]([c:15]1[c:23]([cH:22][cH:21][c:17]([cH:16]1)-[c:34]1[c:29]([C:27]([O:26][CH3:25])=[O:28])[cH:30][cH:31][n:32][cH:33]1)[Cl:24])=[O:1],"",3745,water/ethers,train,O.C1CCOC1,O=C([O-])[O-].[K+].[K+]
COc1ccc(B(O)O)cc1.CCc1ccnc(N)c1Br>>CCc1ccnc(N)c1-c1ccc(OC)cc1,other,carbonate,20,73.2,[Br:21][c:20]1[c:18]([NH2:19])[n:17][cH:16][cH:15][c:14]1[CH2:13][CH3:12].[cH:5]1[cH:4][c:3]([cH:11][cH:10][c:6]1[B:7]([OH:8])[OH:9])[O:2][CH3:1]>>[cH:4]1[cH:5][c:6]([cH:10][cH:11][c:3]1[O:2][CH3:1])-[c:20]1[c:14]([cH:15][cH:16][n:17][c:18]1[NH2:19])[CH2:13][CH3:12],"",5414,other,train,CCOC(C)=O.CC#N,O=C([O-])[O-].[Na+].[Na+]
OB(O)c1ccc(C(F)(F)F)cc1.O=C(c1cnc2cncc(Br)c2n1)N1CCC(O)C1>>O=C(c1cnc2cncc(-c3ccc(C(F)(F)F)cc3)c2n1)N1CCC(O)C1,water/ethers,carbonate,20,73.8,[F:9][C:8]([F:10])([F:11])[c:7]1[cH:12][cH:13][c:4]([cH:5][cH:6]1)[B:2]([OH:1])[OH:3].[c:16]1([cH:17][n:18][c:19]2[c:25]([n:26]1)[c:23]([cH:22][n:21][cH:20]2)[Br:24])[C:15]([N:27]1[CH2:28][CH2:29][CH:30]([OH:31])[CH2:32]1)=[O:14]>>[F:9][C:8]([F:10])([F:11])[c:7]1[cH:12][cH:13][c:4]([cH:5][cH:6]1)-[c:23]1[c:25]2[c:19]([cH:20][n:21][cH:22]1)[n:18][cH:17][c:16]([n:26]2)[C:15](=[O:14])[N:27]1[CH2:32][CH:30]([OH:31])[CH2:29][CH2:28]1,"",5369,water/ethers,train,O.C1COCCO1,O=C([O-])[O-].[Cs+].[Cs+]
OB(O)c1ccccc1.CC(C)(C)OC(=O)Nc1c(Br)cncc1Br>>CC(C)(C)OC(=O)Nc1c(Br)cncc1-c1ccccc1,other,carbonate,20,54.95,[CH3:10][C:11]([CH3:12])([CH3:13])[O:14][C:15](=[O:16])[NH:17][c:18]1[c:24]([cH:23][n:22][cH:21][c:19]1[Br:20])[Br:25].[cH:5]1[cH:6][cH:7][cH:8][cH:9][c:4]1[B:2]([OH:1])[OH:3]>>[CH3:10][C:11]([CH3:12])([CH3:13])[O:14][C:15]([NH:17][c:18]1[c:24]([cH:23][n:22][cH:21][c:19]1[Br:20])-[c:4]1[cH:9][cH:8][cH:7][cH:6][cH:5]1)=[O:16],"",263,other,train,O.CCOC(C)=O.C1COCCO1,O=C([O-])[O-].[Na+].[Na+]
OB(O)c1ccc(Cl)cc1.C=CC(=O)N(C)c1cccc(-n2nc(I)c3c(N)ncnc32)c1>>C=CC(=O)N(C)c1cccc(-n2nc(-c3ccc(Cl)cc3)c3c(N)ncnc32)c1,water/ethers,other,20,27.75,[OH:1][B:2]([OH:3])[c:4]1[cH:10][cH:9][c:7]([cH:6][cH:5]1)[Cl:8].[n:23]1[c:24]([c:26]2[c:27]([NH2:28])[n:29][cH:30][n:31][c:32]2[n:22]1-[c:21]1[cH:20][cH:19][cH:18][c:17]([N:15]([CH3:16])[C:13]([CH:12]=[CH2:11])=[O:14])[cH:33]1)[I:25]>>[cH:5]1[cH:6][c:7]([cH:9][cH:10][c:4]1-[c:24]1[n:23][n:22]([c:32]2[n:31][cH:30][n:29][c:27]([NH2:28])[c:26]12)-[c:21]1[cH:20][cH:19][cH:18][c:17]([N:15]([C:13]([CH:12]=[CH2:11])=[O:14])[CH3:16])[cH:33]1)[Cl:8],"",1941,water/ethers,train,O.COCCOC,No Base
OB(O)c1ccccc1.COc1ncc(S(=O)(=O)Nc2cncc(Cl)c2O)cc1Br>>COc1ncc(S(=O)(=O)Nc2cncc(Cl)c2O)cc1-c1ccccc1,other,carbonate,20,13.9,[O:17]=[S:16](=[O:18])([c:15]1[cH:28][c:29]([Br:30])[c:12]([O:11][CH3:10])[n:13][cH:14]1)[NH:19][c:20]1[c:26]([c:24]([cH:23][n:22][cH:21]1)[Cl:25])[OH:27].[cH:5]1[cH:6][cH:7][cH:8][cH:9][c:4]1[B:2]([OH:1])[OH:3]>>[O:17]=[S:16](=[O:18])([NH:19][c:20]1[c:26]([c:24]([cH:23][n:22][cH:21]1)[Cl:25])[OH:27])[c:15]1[cH:28][c:29](-[c:4]2[cH:9][cH:8][cH:7][cH:6][cH:5]2)[c:12]([n:13][cH:14]1)[O:11][CH3:10],"",5141,other,train,CCO.O.ClCCl,O=C([O-])[O-].[Cs+].[Cs+]
COc1ccc(B(O)O)cc1OC.Oc1ccc(-c2c[nH]c3ncc(Br)cc23)cn1>>COc1ccc(-c2cnc3[nH]cc(-c4ccc(O)nc4)c3c2)cc1OC,polar,carbonate,20,34.0,[OH:8][B:7]([OH:9])[c:6]1[cH:5][cH:4][c:3]([c:11]([O:12][CH3:13])[cH:10]1)[O:2][CH3:1].[cH:24]1[c:25]([Br:26])[cH:27][c:28]2[c:19](-[c:18]3[cH:29][n:30][c:15]([cH:16][cH:17]3)[OH:14])[cH:20][nH:21][c:22]2[n:23]1>>[c:22]12[nH:21][cH:20][c:19](-[c:18]3[cH:17][cH:16][c:15]([OH:14])[n:30][cH:29]3)[c:28]1[cH:27][c:25](-[c:6]1[cH:5][cH:4][c:3]([c:11]([O:12][CH3:13])[cH:10]1)[O:2][CH3:1])[cH:24][n:23]2,"",561,water/lowbp,train,O.CC#N,O=C([O-])[O-].[Na+].[Na+]
COc1cc(B(O)O)ccc1Oc1cccc(Cl)c1.COc1cccc(-c2c(CCCN3CCCC3)c(Br)c3c(N)ncnn23)c1>>COc1cccc(-c2c(CCCN3CCCC3)c(-c3ccc(Oc4cccc(Cl)c4)c(OC)c3)c3c(N)ncnn23)c1,polar,phosphate,20,41.1,[CH2:34]1[CH2:35][CH2:36][N:32]([CH2:33]1)[CH2:31][CH2:30][CH2:29][c:28]1[c:37]([Br:38])[c:39]2[n:45]([n:44][cH:43][n:42][c:40]2[NH2:41])[c:27]1-[c:26]1[cH:46][c:22]([O:21][CH3:20])[cH:23][cH:24][cH:25]1.[OH:7][B:6]([OH:8])[c:5]1[cH:4][c:3]([O:2][CH3:1])[c:11]([cH:10][cH:9]1)[O:12][c:13]1[cH:14][cH:15][cH:16][c:17]([Cl:18])[cH:19]1>>[CH2:33]1[CH2:34][CH2:35][CH2:36][N:32]1[CH2:31][CH2:30][CH2:29][c:28]1[c:27]([n:45]2[n:44][cH:43][n:42][c:40]([NH2:41])[c:39]2[c:37]1-[c:5]1[cH:9][cH:10][c:11]([c:3]([O:2][CH3:1])[cH:4]1)[O:12][c:13]1[cH:19][c:17]([Cl:18])[cH:16][cH:15][cH:14]1)-[c:26]1[cH:46][c:22]([cH:23][cH:24][cH:25]1)[O:21][CH3:20],"",2446,amides,train,CN(C)C=O,O=P([O-])([O-])[O-].[K+].[K+].[K+]
OB(O)c1ccncc1.CC(C)(C)OC(=O)c1cc(Br)c(Br)o1>>CC(C)(C)OC(=O)c1cc(Br)c(-c2ccncc2)o1,water/ethers,carbonate,20,54.85,[CH3:10][C:11]([CH3:12])([CH3:13])[O:14][C:15](=[O:16])[c:17]1[cH:18][c:19]([c:21]([Br:22])[o:23]1)[Br:20].[cH:6]1[cH:5][c:4]([cH:9][cH:8][n:7]1)[B:2]([OH:1])[OH:3]>>[CH3:10][C:11]([CH3:12])([CH3:13])[O:14][C:15](=[O:16])[c:17]1[o:23][c:21]([c:19]([cH:18]1)[Br:20])-[c:4]1[cH:9][cH:8][n:7][cH:6][cH:5]1,"",528,water/ethers,train,O.COCCOC,O=C([O-])[O-].[K+].[K+]
COc1cc(B(O)O)ccn1.CCOC(=O)C(CC(C)C)c1ccc(I)c(OCC2CC2)c1>>CCOC(=O)C(CC(C)C)c1ccc(-c2ccnc(OC)c2)c(OCC2CC2)c1,other,fluoride,20,83.95,[CH3:20][CH:19]([CH3:21])[CH2:18][CH:17]([c:22]1[cH:33][c:27]([O:28][CH2:29][CH:30]2[CH2:32][CH2:31]2)[c:25]([I:26])[cH:24][cH:23]1)[C:15](=[O:16])[O:14][CH2:13][CH3:12].[OH:7][B:6]([OH:8])[c:5]1[cH:9][cH:10][n:11][c:3]([O:2][CH3:1])[cH:4]1>>[CH3:20][CH:19]([CH3:21])[CH2:18][CH:17]([C:15](=[O:16])[O:14][CH2:13][CH3:12])[c:22]1[cH:33][c:27]([c:25]([cH:24][cH:23]1)-[c:5]1[cH:4][c:3]([O:2][CH3:1])[n:11][cH:10][cH:9]1)[O:28][CH2:29][CH:30]1[CH2:32][CH2:31]1,"",4114,other,train,O.COCCOC.CCOC(C)=O,[Cs+].[F-]
Cn1c(C#N)ccc1B(O)O.O=S(=O)(NC1CCC1)c1ccc(Br)cc1>>Cn1c(C#N)ccc1-c1ccc(S(=O)(=O)NC2CCC2)cc1,other,fluoride,20,15.95,[OH:10][B:9]([OH:11])[c:8]1[cH:7][cH:6][c:3]([n:2]1[CH3:1])[C:4]#[N:5].[cH:21]1[cH:22][c:23]([cH:25][cH:26][c:20]1[S:13](=[O:12])(=[O:14])[NH:15][CH:16]1[CH2:17][CH2:18][CH2:19]1)[Br:24]>>[cH:22]1[cH:21][c:20]([cH:26][cH:25][c:23]1-[c:8]1[n:2]([CH3:1])[c:3]([cH:6][cH:7]1)[C:4]#[N:5])[S:13](=[O:12])(=[O:14])[NH:15][CH:16]1[CH2:17][CH2:18][CH2:19]1,"",982,other,train,No Solvent,[K+].[F-]
CCCCCCCCOc1ccc(B(O)O)cc1.Brc1cnc(-c2cccc(OCc3ccccc3)c2)nc1>>CCCCCCCCOc1ccc(-c2cnc(-c3cccc(OCc4ccccc4)c3)nc2)cc1,alcoArom,carbonate,20,97.6,[cH:12]1[cH:11][c:10]([cH:18][cH:17][c:13]1[B:14]([OH:16])[OH:15])[O:9][CH2:8][CH2:7][CH2:6][CH2:5][CH2:4][CH2:3][CH2:2][CH3:1].[cH:32]1[cH:33][cH:34][cH:35][cH:36][c:31]1[CH2:30][O:29][c:28]1[cH:37][c:24](-[c:23]2[n:38][cH:39][c:20]([cH:21][n:22]2)[Br:19])[cH:25][cH:26][cH:27]1>>[cH:33]1[cH:32][c:31]([cH:36][cH:35][cH:34]1)[CH2:30][O:29][c:28]1[cH:37][c:24](-[c:23]2[n:38][cH:39][c:20]([cH:21][n:22]2)-[c:13]2[cH:17][cH:18][c:10]([cH:11][cH:12]2)[O:9][CH2:8][CH2:7][CH2:6][CH2:5][CH2:4][CH2:3][CH2:2][CH3:1])[cH:25][cH:26][cH:27]1,"",8,water/alcohols/aromatics,train,CCO.Cc1ccccc1.O,O=C([O-])[O-].[Na+].[Na+]
OB(O)c1ccc(C(F)(F)F)cc1.NC(=O)c1cnc2cncc(Br)c2c1>>NC(=O)c1cnc2cncc(-c3ccc(C(F)(F)F)cc3)c2c1,water/ethers,carbonate,20,71.75,[F:9][C:8]([F:10])([F:11])[c:7]1[cH:12][cH:13][c:4]([cH:5][cH:6]1)[B:2]([OH:1])[OH:3].[cH:23]1[n:22][cH:21][c:20]2[n:19][cH:18][c:17]([C:15](=[O:16])[NH2:14])[cH:27][c:26]2[c:24]1[Br:25]>>[F:9][C:8]([F:10])([F:11])[c:7]1[cH:12][cH:13][c:4]([cH:5][cH:6]1)-[c:24]1[cH:23][n:22][cH:21][c:20]2[n:19][cH:18][c:17]([C:15](=[O:16])[NH2:14])[cH:27][c:26]12,"",5176,water/ethers,train,O.C1COCCO1,O=C([O-])[O-].[Cs+].[Cs+]
COc1ccccc1B(O)O.NC1CCC(Nc2nc(NCc3ccc(Br)nc3)c3ncn(C4CCCC4)c3n2)CC1>>COc1ccccc1-c1ccc(CNc2nc(NC3CCC(N)CC3)nc3c2ncn3C2CCCC2)cn1,water/ethers,carbonate,20,85.0,[CH2:14]1[CH2:15][CH:16]([CH2:41][CH2:42][CH:13]1[NH2:12])[NH:17][c:18]1[n:19][c:20]([NH:21][CH2:22][c:23]2[cH:29][n:28][c:26]([Br:27])[cH:25][cH:24]2)[c:30]2[n:31][cH:32][n:33]([CH:34]3[CH2:35][CH2:36][CH2:37][CH2:38]3)[c:39]2[n:40]1.[OH:10][B:9]([OH:11])[c:8]1[cH:7][cH:6][cH:5][cH:4][c:3]1[O:2][CH3:1]>>[CH2:14]1[CH2:15][CH:16]([CH2:41][CH2:42][CH:13]1[NH2:12])[NH:17][c:18]1[n:40][c:39]2[n:33]([CH:34]3[CH2:35][CH2:36][CH2:37][CH2:38]3)[cH:32][n:31][c:30]2[c:20]([NH:21][CH2:22][c:23]2[cH:24][cH:25][c:26]([n:28][cH:29]2)-[c:8]2[cH:7][cH:6][cH:5][cH:4][c:3]2[O:2][CH3:1])[n:19]1,"",5019,water/ethers,train,O.COCCOC,O=C([O-])[O-].[Na+].[Na+]
